age,earnings,industry,home_geoid,work_geoid
mid,high,other,250173512034,250173521021
low,high,other,250173512034,250173521021
low,high,other,250173512034,250173521021
mid,high,other,250173512034,250173521021
mid,high,other,250173512034,250173521021
mid,high,trade_trans_util,250173512034,250173521021
mid,low,other,250173512034,250173521021
low,high,trade_trans_util,250173512034,250173521021
mid,high,other,250173512034,250173521021
low,high,other,250173512034,250173521021
mid,high,goods_prod,250173512034,250173523001
mid,high,other,250173512034,250173523002
mid,high,other,250173512034,250173523002
mid,high,other,250173512034,250173523002
low,high,other,250173512034,250173523002
low,high,other,250173512034,250173523002
mid,high,other,250173512034,250173523002
mid,high,other,250173512034,250173523002
high,high,other,250173512034,250173524001
mid,high,other,250173512034,250173524001
mid,high,other,250173512034,250173524001
mid,high,other,250173512034,250173524002
mid,high,trade_trans_util,250173512034,250173524002
mid,high,other,250173512034,250173524002
low,high,other,250173512034,250173524002
low,high,other,250173512034,250173524002
low,high,other,250173512034,250173524002
low,high,other,250173512034,250173524002
mid,high,other,250173512034,250173524002
low,high,other,250173512034,250173524002
mid,high,other,250173512034,250173524002
mid,high,other,250173512034,250173524002
low,high,other,250173512034,250173524002
mid,high,other,250173512034,250173524002
low,high,other,250173512034,250173524002
high,high,other,250173512034,250173524002
mid,mid,other,250173512034,250173524002
low,high,other,250173512034,250173524002
mid,high,other,250173512034,250173524002
low,high,other,250173512034,250173524002
mid,high,other,250173512034,250173524002
mid,high,other,250173512034,250173524002
mid,high,other,250173512034,250173524002
low,high,other,250173512034,250173524002
mid,high,trade_trans_util,250173512034,250173524002
high,high,other,250173512034,250173524002
low,high,other,250173512034,250173524002
high,high,other,250173512034,250173524002
low,high,other,250173512034,250173524002
mid,mid,trade_trans_util,250173512034,250173524002
mid,high,other,250173512034,250173524002
mid,high,other,250173512034,250173524002
mid,mid,other,250173512034,250173524002
mid,high,other,250173512034,250173524002
mid,high,other,250173512034,250173524002
mid,mid,other,250173512034,250173524002
low,high,other,250173512034,250173524002
mid,high,other,250173512034,250173524002
mid,high,other,250173512034,250173524002
high,high,other,250173512034,250173531022
mid,high,other,250173512034,250173531022
mid,mid,other,250173512034,250173531022
mid,high,other,250173512034,250173531022
low,low,other,250173512034,250173531022
low,mid,other,250173512034,250173531022
low,mid,other,250173512034,250173531022
low,low,other,250173512034,250173531022
low,high,other,250173512034,250173531022
mid,low,other,250173512034,250173531022
low,mid,other,250173512034,250173531022
mid,mid,other,250173512034,250173531022
low,high,other,250173512034,250173531022
mid,high,other,250173512034,250173531022
low,high,other,250173512034,250173531022
mid,mid,other,250173512034,250173531022
high,high,other,250173512034,250173531022
mid,high,other,250173512034,250173531022
low,high,other,250173512034,250173531022
high,high,other,250173512034,250173531022
low,low,other,250173512034,250173531022
mid,high,other,250173512034,250173531022
low,high,other,250173512034,250173531022
low,high,other,250173512034,250173531022
low,low,other,250173512034,250173531022
mid,mid,other,250173512034,250173531022
mid,mid,other,250173512034,250173531022
high,mid,other,250173512034,250173531022
low,high,other,250173512034,250173531022
mid,high,other,250173512034,250173531022
low,high,other,250173512034,250173531022
low,high,other,250173512034,250173531022
low,mid,other,250173512034,250173531022
low,mid,other,250173512034,250173531022
low,high,other,250173512034,250173531022
low,high,other,250173512034,250173531022
mid,mid,other,250173512034,250173531022
high,high,other,250173512034,250173531022
mid,mid,other,250173512034,250173531022
low,high,other,250173512034,250173531022
low,high,other,250173512034,250173531022
mid,high,other,250173512034,250173531022
high,mid,other,250173512034,250173531022
mid,high,other,250173512041,250173521021
low,low,other,250173512041,250173521021
low,low,other,250173512041,250173521021
low,low,other,250173512041,250173521021
mid,high,other,250173512041,250173521021
low,high,other,250173512041,250173521021
low,high,other,250173512041,250173521021
mid,high,other,250173512041,250173521021
mid,high,trade_trans_util,250173512041,250173521021
low,high,other,250173512041,250173521021
low,high,trade_trans_util,250173512041,250173521021
low,low,other,250173512041,250173521021
mid,high,other,250173512041,250173521021
mid,high,other,250173512041,250173521021
mid,high,other,250173512041,250173521021
mid,high,other,250173512041,250173521021
mid,high,trade_trans_util,250173512041,250173521021
mid,high,other,250173512041,250173521021
low,high,other,250173512041,250173521021
low,low,trade_trans_util,250173512041,250173521021
mid,low,other,250173512041,250173523001
mid,low,other,250173512041,250173523001
mid,low,other,250173512041,250173523001
low,high,other,250173512041,250173523002
mid,high,other,250173512041,250173523002
mid,high,other,250173512041,250173523002
high,high,other,250173512041,250173523002
low,high,other,250173512041,250173523002
mid,high,goods_prod,250173512041,250173523002
mid,high,other,250173512041,250173523002
mid,high,other,250173512041,250173523002
high,high,other,250173512041,250173524001
low,high,other,250173512041,250173524001
low,high,other,250173512041,250173524001
low,high,other,250173512041,250173524002
low,high,other,250173512041,250173524002
high,low,other,250173512041,250173524002
high,high,other,250173512041,250173524002
low,high,other,250173512041,250173524002
mid,high,other,250173512041,250173524002
mid,high,other,250173512041,250173524002
mid,high,other,250173512041,250173524002
high,low,other,250173512041,250173524002
mid,high,other,250173512041,250173524002
low,high,other,250173512041,250173524002
mid,high,other,250173512041,250173524002
low,high,other,250173512041,250173524002
mid,high,other,250173512041,250173524002
mid,low,other,250173512041,250173524002
mid,low,other,250173512041,250173524002
low,high,other,250173512041,250173524002
mid,high,other,250173512041,250173524002
low,high,other,250173512041,250173524002
mid,high,other,250173512041,250173524002
low,high,other,250173512041,250173524002
mid,high,other,250173512041,250173524002
mid,high,other,250173512041,250173524002
mid,high,other,250173512041,250173524002
mid,high,other,250173512041,250173524002
low,high,other,250173512041,250173524002
low,high,other,250173512041,250173524002
low,high,other,250173512041,250173524002
mid,low,other,250173512041,250173524002
mid,low,other,250173512041,250173531022
mid,mid,other,250173512041,250173531022
low,high,other,250173512041,250173531022
mid,high,other,250173512041,250173531022
mid,mid,other,250173512041,250173531022
mid,mid,other,250173512041,250173531022
mid,high,other,250173512041,250173531022
mid,high,other,250173512041,250173531022
mid,high,other,250173512041,250173531022
mid,mid,other,250173512041,250173531022
mid,low,other,250173512041,250173531022
low,mid,other,250173512041,250173531022
mid,mid,other,250173512041,250173531022
low,mid,other,250173512041,250173531022
mid,mid,other,250173512041,250173531022
low,high,other,250173512041,250173531022
high,high,other,250173512042,250173521021
mid,high,other,250173512042,250173521021
mid,high,other,250173512042,250173521021
high,high,trade_trans_util,250173512042,250173521021
mid,high,other,250173512042,250173521021
mid,high,other,250173512042,250173521021
mid,high,other,250173512042,250173521021
mid,high,other,250173512042,250173521021
mid,high,other,250173512042,250173521021
high,high,other,250173512042,250173521021
mid,mid,other,250173512042,250173521021
mid,high,other,250173512042,250173521021
mid,high,other,250173512042,250173521021
high,high,other,250173512042,250173521021
mid,high,trade_trans_util,250173512042,250173521021
mid,high,goods_prod,250173512042,250173523001
mid,high,other,250173512042,250173523001
mid,high,other,250173512042,250173523001
mid,high,other,250173512042,250173523002
mid,high,other,250173512042,250173523002
mid,high,goods_prod,250173512042,250173523002
mid,high,other,250173512042,250173523002
mid,high,other,250173512042,250173523002
mid,high,other,250173512042,250173523002
mid,high,other,250173512042,250173523002
mid,high,other,250173512042,250173523002
mid,high,other,250173512042,250173523002
high,high,other,250173512042,250173523002
mid,high,other,250173512042,250173523002
mid,high,other,250173512042,250173523002
mid,high,other,250173512042,250173523002
high,high,goods_prod,250173512042,250173523002
mid,high,other,250173512042,250173523002
mid,high,other,250173512042,250173523002
mid,high,other,250173512042,250173524001
mid,high,other,250173512042,250173524001
mid,low,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
high,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
low,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
low,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
low,low,other,250173512042,250173524002
low,high,other,250173512042,250173524002
low,low,other,250173512042,250173524002
low,high,other,250173512042,250173524002
low,high,other,250173512042,250173524002
low,high,other,250173512042,250173524002
low,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,goods_prod,250173512042,250173524002
mid,high,other,250173512042,250173524002
low,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
low,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
low,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
low,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
low,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
low,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173524002
mid,high,other,250173512042,250173531022
low,high,other,250173512042,250173531022
low,mid,other,250173512042,250173531022
mid,mid,other,250173512042,250173531022
mid,high,other,250173512042,250173531022
mid,high,other,250173512042,250173531022
mid,mid,other,250173512042,250173531022
mid,low,other,250173512042,250173531022
low,high,other,250173512042,250173531022
mid,low,other,250173512042,250173531022
mid,mid,other,250173512042,250173531022
mid,high,other,250173512042,250173531022
mid,low,other,250173512042,250173531022
mid,high,other,250173512042,250173531022
mid,high,other,250173512042,250173531022
mid,high,other,250173512042,250173531022
mid,high,other,250173512042,250173531022
mid,high,other,250173512042,250173531022
low,high,other,250173512042,250173531022
low,low,other,250173512042,250173531022
mid,high,other,250173512042,250173531022
mid,high,other,250173512042,250173531022
mid,low,other,250173512042,250173531022
low,high,other,250173512042,250173531022
low,high,other,250173512043,250173521021
mid,high,trade_trans_util,250173512043,250173521021
high,high,other,250173512043,250173521021
low,high,other,250173512043,250173521021
mid,high,trade_trans_util,250173512043,250173521021
mid,high,other,250173512043,250173521021
mid,high,other,250173512043,250173523002
mid,high,other,250173512043,250173523002
mid,high,other,250173512043,250173523002
mid,high,other,250173512043,250173523002
mid,high,other,250173512043,250173523002
mid,high,other,250173512043,250173523002
mid,high,other,250173512043,250173523002
mid,high,other,250173512043,250173523002
mid,high,other,250173512043,250173523002
mid,high,other,250173512043,250173524001
mid,high,goods_prod,250173512043,250173524002
mid,high,other,250173512043,250173524002
mid,high,other,250173512043,250173524002
low,high,other,250173512043,250173524002
low,high,other,250173512043,250173524002
mid,high,other,250173512043,250173524002
mid,high,other,250173512043,250173524002
low,high,other,250173512043,250173524002
low,high,other,250173512043,250173524002
mid,high,other,250173512043,250173524002
low,high,other,250173512043,250173524002
low,high,other,250173512043,250173524002
low,high,other,250173512043,250173524002
mid,mid,other,250173512043,250173524002
low,high,other,250173512043,250173524002
mid,high,other,250173512043,250173524002
mid,high,other,250173512043,250173524002
mid,high,other,250173512043,250173524002
low,high,other,250173512043,250173524002
low,high,other,250173512043,250173524002
mid,high,other,250173512043,250173524002
mid,high,other,250173512043,250173524002
low,high,other,250173512043,250173524002
low,low,other,250173512043,250173524002
low,high,other,250173512043,250173524002
low,high,other,250173512043,250173524002
mid,high,other,250173512043,250173524002
mid,high,other,250173512043,250173524002
low,high,other,250173512043,250173531022
low,low,other,250173512043,250173531022
mid,high,other,250173512043,250173531022
low,low,other,250173512043,250173531022
low,mid,other,250173512043,250173531022
mid,mid,other,250173512043,250173531022
low,low,other,250173512043,250173531022
low,high,other,250173512043,250173531022
mid,high,other,250173512043,250173531022
high,high,other,250173512043,250173531022
mid,high,other,250173512043,250173531022
mid,high,other,250173512043,250173531022
low,high,other,250173512043,250173531022
mid,high,other,250173512043,250173531022
mid,high,other,250173512043,250173531022
low,high,other,250173512043,250173531022
low,high,other,250173512043,250173531022
high,high,other,250173512043,250173531022
mid,high,other,250173512043,250173531022
mid,high,other,250173512043,250173531022
mid,high,trade_trans_util,250173513001,250173521021
low,mid,other,250173513001,250173521021
mid,mid,other,250173513001,250173521021
low,high,trade_trans_util,250173513001,250173521021
mid,high,trade_trans_util,250173513001,250173521021
low,mid,trade_trans_util,250173513001,250173521021
high,high,trade_trans_util,250173513001,250173521021
high,high,other,250173513001,250173521021
low,high,other,250173513001,250173521021
low,high,trade_trans_util,250173513001,250173521021
high,high,other,250173513001,250173521021
mid,high,other,250173513001,250173521021
low,high,other,250173513001,250173521021
high,high,other,250173513001,250173521021
high,high,other,250173513001,250173521021
mid,high,other,250173513001,250173523001
mid,high,other,250173513001,250173523001
mid,high,other,250173513001,250173523001
mid,high,other,250173513001,250173523002
low,high,goods_prod,250173513001,250173523002
mid,high,other,250173513001,250173523002
high,high,other,250173513001,250173523002
mid,high,other,250173513001,250173523002
mid,high,other,250173513001,250173524001
mid,high,other,250173513001,250173524001
low,high,other,250173513001,250173524002
low,high,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
high,high,other,250173513001,250173524002
low,high,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
low,high,other,250173513001,250173524002
low,high,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
low,mid,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
low,high,other,250173513001,250173524002
low,high,other,250173513001,250173524002
low,high,other,250173513001,250173524002
low,high,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
low,high,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
low,high,other,250173513001,250173524002
low,mid,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
low,high,other,250173513001,250173524002
low,high,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
mid,high,other,250173513001,250173524002
mid,high,other,250173513001,250173531022
low,high,other,250173513001,250173531022
mid,high,other,250173513001,250173531022
low,high,other,250173513001,250173531022
low,high,other,250173513001,250173531022
low,mid,other,250173513001,250173531022
low,high,other,250173513001,250173531022
mid,high,other,250173513001,250173531022
mid,mid,other,250173513001,250173531022
mid,high,other,250173513001,250173531022
low,mid,other,250173513001,250173531022
mid,mid,other,250173513001,250173531022
low,high,other,250173513001,250173531022
mid,high,other,250173513001,250173531022
high,high,other,250173513001,250173531022
low,high,other,250173513001,250173531022
low,high,other,250173513001,250173531022
low,high,other,250173513001,250173531022
mid,high,other,250173513001,250173531022
low,high,other,250173513001,250173531022
low,mid,other,250173513001,250173531022
low,high,other,250173513001,250173531022
mid,high,other,250173513002,250173521021
low,high,other,250173513002,250173521021
low,mid,other,250173513002,250173521021
low,high,other,250173513002,250173521021
mid,high,other,250173513002,250173521021
low,high,other,250173513002,250173521021
low,mid,other,250173513002,250173521021
low,mid,other,250173513002,250173521021
mid,high,other,250173513002,250173521021
mid,mid,other,250173513002,250173521021
low,high,other,250173513002,250173521021
low,high,other,250173513002,250173521021
mid,high,other,250173513002,250173523002
mid,high,other,250173513002,250173523002
mid,high,other,250173513002,250173523002
mid,high,other,250173513002,250173523002
low,high,other,250173513002,250173523002
mid,high,other,250173513002,250173523002
high,high,other,250173513002,250173523002
mid,high,other,250173513002,250173523002
mid,high,other,250173513002,250173523002
mid,high,other,250173513002,250173523002
mid,high,other,250173513002,250173523002
high,high,other,250173513002,250173524001
high,high,other,250173513002,250173524001
high,high,other,250173513002,250173524001
mid,high,other,250173513002,250173524002
mid,high,other,250173513002,250173524002
low,high,other,250173513002,250173524002
mid,high,other,250173513002,250173524002
mid,high,other,250173513002,250173524002
mid,high,other,250173513002,250173524002
low,high,other,250173513002,250173524002
mid,high,other,250173513002,250173524002
mid,high,other,250173513002,250173524002
low,mid,other,250173513002,250173524002
low,high,other,250173513002,250173524002
mid,high,other,250173513002,250173524002
mid,high,other,250173513002,250173524002
mid,high,other,250173513002,250173524002
mid,high,other,250173513002,250173524002
mid,high,other,250173513002,250173524002
low,high,other,250173513002,250173524002
mid,mid,other,250173513002,250173531022
low,mid,other,250173513002,250173531022
mid,high,other,250173513002,250173531022
low,high,other,250173513002,250173531022
mid,high,other,250173513002,250173531022
mid,mid,other,250173513002,250173531022
low,high,other,250173513002,250173531022
mid,low,other,250173513002,250173531022
low,mid,other,250173513002,250173531022
mid,low,other,250173513002,250173531022
low,high,other,250173513002,250173531022
low,high,other,250173513002,250173531022
low,low,other,250173513002,250173531022
low,mid,other,250173513002,250173531022
mid,mid,other,250173513002,250173531022
low,high,other,250173513002,250173531022
low,mid,other,250173513002,250173531022
low,high,other,250173513002,250173531022
low,high,other,250173513003,250173521021
mid,high,other,250173513003,250173521021
mid,high,other,250173513003,250173521021
high,high,other,250173513003,250173521021
mid,mid,other,250173513003,250173521021
low,high,other,250173513003,250173521021
mid,high,other,250173513003,250173521021
high,high,other,250173513003,250173521021
low,high,goods_prod,250173513003,250173523001
mid,high,goods_prod,250173513003,250173523001
low,high,other,250173513003,250173523002
high,high,other,250173513003,250173523002
mid,high,other,250173513003,250173524001
mid,high,other,250173513003,250173524001
mid,high,other,250173513003,250173524001
mid,high,other,250173513003,250173524002
mid,high,other,250173513003,250173524002
mid,high,other,250173513003,250173524002
low,high,other,250173513003,250173524002
mid,high,trade_trans_util,250173513003,250173524002
mid,high,other,250173513003,250173524002
low,high,other,250173513003,250173524002
mid,high,other,250173513003,250173524002
high,high,trade_trans_util,250173513003,250173524002
mid,high,other,250173513003,250173524002
mid,high,other,250173513003,250173524002
mid,high,goods_prod,250173513003,250173524002
mid,high,other,250173513003,250173524002
mid,high,other,250173513003,250173524002
high,high,other,250173513003,250173524002
mid,high,other,250173513003,250173524002
mid,high,other,250173513003,250173524002
low,high,other,250173513003,250173524002
mid,high,other,250173513003,250173524002
mid,mid,other,250173513003,250173524002
mid,mid,other,250173513003,250173531022
mid,low,other,250173513003,250173531022
mid,high,other,250173513003,250173531022
low,low,other,250173513003,250173531022
low,high,other,250173513003,250173531022
mid,low,other,250173513003,250173531022
low,high,other,250173513003,250173531022
high,high,other,250173513003,250173531022
low,low,other,250173513003,250173531022
mid,low,other,250173513003,250173531022
mid,high,other,250173513003,250173531022
low,high,other,250173513003,250173531022
mid,high,other,250173513003,250173531022
mid,high,other,250173514031,250173521021
mid,high,trade_trans_util,250173514031,250173521021
mid,low,other,250173514031,250173521021
mid,high,other,250173514031,250173521021
mid,high,other,250173514031,250173521021
mid,high,other,250173514031,250173521021
low,high,other,250173514031,250173523002
low,low,other,250173514031,250173523002
mid,high,other,250173514031,250173524002
mid,high,other,250173514031,250173524002
low,high,goods_prod,250173514031,250173524002
low,high,other,250173514031,250173524002
mid,mid,other,250173514031,250173524002
mid,high,other,250173514031,250173531022
mid,high,other,250173514031,250173531022
mid,high,other,250173514031,250173531022
mid,high,other,250173514031,250173531022
low,high,other,250173514032,250173521021
low,high,other,250173514032,250173521021
mid,high,other,250173514032,250173523002
mid,high,other,250173514032,250173523002
low,high,other,250173514032,250173523002
low,high,other,250173514032,250173524002
mid,high,other,250173514032,250173524002
low,high,other,250173514032,250173524002
high,high,other,250173514032,250173524002
high,high,other,250173514032,250173524002
mid,high,other,250173514032,250173524002
mid,high,other,250173514032,250173524002
high,mid,other,250173514032,250173524002
mid,high,other,250173514032,250173524002
high,mid,other,250173514032,250173524002
high,high,other,250173514032,250173531022
mid,high,trade_trans_util,250173514033,250173521021
mid,mid,other,250173514033,250173523002
mid,high,other,250173514033,250173524001
high,high,other,250173514033,250173524002
mid,high,other,250173514033,250173524002
high,high,other,250173514033,250173531022
mid,high,other,250173514034,250173521021
mid,high,other,250173514034,250173521021
mid,high,other,250173514034,250173521021
low,high,other,250173514034,250173523002
mid,mid,other,250173514034,250173524001
low,mid,other,250173514034,250173524001
mid,high,other,250173514034,250173524002
mid,high,other,250173514034,250173524002
low,high,other,250173514034,250173524002
low,high,other,250173514034,250173524002
mid,high,other,250173514034,250173524002
mid,high,other,250173514034,250173524002
mid,high,other,250173514034,250173524002
mid,high,other,250173514034,250173524002
low,high,other,250173514034,250173524002
low,low,other,250173514034,250173524002
mid,low,other,250173514034,250173524002
high,high,other,250173514034,250173524002
mid,high,other,250173514034,250173531022
low,high,trade_trans_util,250173514035,250173521021
low,high,other,250173514035,250173521021
mid,high,other,250173514035,250173521021
low,high,other,250173514035,250173523002
mid,high,other,250173514035,250173523002
low,high,other,250173514035,250173523002
mid,high,other,250173514035,250173524001
mid,high,other,250173514035,250173524001
mid,high,other,250173514035,250173524002
mid,high,other,250173514035,250173524002
mid,high,other,250173514035,250173524002
mid,high,other,250173514035,250173524002
mid,high,other,250173514035,250173531022
mid,high,trade_trans_util,250173514041,250173521021
low,high,other,250173514041,250173521021
mid,high,other,250173514041,250173521021
high,high,other,250173514041,250173521021
mid,high,other,250173514041,250173521021
mid,high,other,250173514041,250173521021
high,high,trade_trans_util,250173514041,250173521021
low,high,other,250173514041,250173521021
mid,high,goods_prod,250173514041,250173523001
mid,high,other,250173514041,250173523002
mid,high,other,250173514041,250173523002
mid,high,other,250173514041,250173523002
high,high,other,250173514041,250173524001
mid,high,other,250173514041,250173524002
low,high,other,250173514041,250173524002
mid,high,other,250173514041,250173524002
mid,high,other,250173514041,250173524002
low,high,other,250173514041,250173524002
mid,high,other,250173514041,250173524002
low,high,other,250173514041,250173524002
mid,high,other,250173514041,250173524002
low,low,other,250173514041,250173531022
mid,high,other,250173514041,250173531022
mid,high,other,250173514041,250173531022
low,low,other,250173514041,250173531022
mid,high,other,250173514041,250173531022
low,low,other,250173514041,250173531022
mid,low,other,250173514041,250173531022
mid,mid,other,250173514042,250173521021
low,high,other,250173514042,250173521021
mid,high,other,250173514042,250173521021
mid,high,other,250173514042,250173521021
low,mid,other,250173514042,250173521021
low,high,other,250173514042,250173521021
low,high,other,250173514042,250173521021
mid,high,other,250173514042,250173521021
low,high,other,250173514042,250173521021
low,high,trade_trans_util,250173514042,250173521021
mid,high,goods_prod,250173514042,250173523001
low,high,other,250173514042,250173523002
mid,high,other,250173514042,250173523002
low,high,other,250173514042,250173523002
mid,high,other,250173514042,250173524002
high,high,other,250173514042,250173524002
mid,high,other,250173514042,250173524002
mid,high,other,250173514042,250173524002
mid,low,other,250173514042,250173524002
high,high,other,250173514042,250173524002
mid,high,other,250173514042,250173524002
high,high,other,250173514042,250173524002
mid,high,other,250173514042,250173524002
mid,high,other,250173514042,250173524002
high,high,other,250173514042,250173524002
low,high,other,250173514042,250173524002
mid,high,other,250173514042,250173524002
mid,high,other,250173514042,250173524002
mid,high,other,250173514042,250173524002
high,high,other,250173514042,250173531022
low,low,other,250173514042,250173531022
high,high,other,250173514042,250173531022
low,low,other,250173514042,250173531022
low,high,other,250173514042,250173531022
low,mid,other,250173514042,250173531022
mid,high,other,250173514043,250173521021
low,high,other,250173514043,250173521021
mid,high,other,250173514043,250173521021
mid,high,trade_trans_util,250173514043,250173521021
low,high,trade_trans_util,250173514043,250173521021
low,low,other,250173514043,250173521021
low,high,trade_trans_util,250173514043,250173521021
mid,high,other,250173514043,250173523001
mid,high,other,250173514043,250173523002
mid,high,other,250173514043,250173524001
high,high,other,250173514043,250173524001
mid,high,other,250173514043,250173524002
mid,mid,other,250173514043,250173524002
mid,high,other,250173514043,250173524002
mid,high,other,250173514043,250173524002
mid,high,other,250173514043,250173524002
mid,high,other,250173514043,250173524002
mid,high,other,250173514043,250173524002
low,high,other,250173514043,250173524002
low,high,other,250173514043,250173524002
low,high,other,250173514043,250173524002
low,mid,other,250173514043,250173524002
mid,high,other,250173514043,250173524002
low,high,other,250173514043,250173524002
low,high,other,250173514043,250173524002
mid,high,other,250173514043,250173531022
mid,mid,other,250173514043,250173531022
low,high,other,250173514043,250173531022
mid,high,other,250173514044,250173521021
mid,high,other,250173514044,250173521021
mid,high,other,250173514044,250173523001
mid,high,other,250173514044,250173523002
mid,high,trade_trans_util,250173514044,250173523002
low,high,other,250173514044,250173524002
mid,high,other,250173514044,250173524002
mid,high,other,250173514044,250173524002
mid,high,other,250173514044,250173524002
low,high,other,250173514044,250173524002
mid,high,other,250173514044,250173524002
mid,low,other,250173514044,250173531022
high,high,other,250173514044,250173531022
mid,high,other,250173514044,250173531022
mid,high,other,250173515001,250173521021
low,high,other,250173515001,250173521021
low,high,other,250173515001,250173521021
low,high,other,250173515001,250173521021
low,high,other,250173515001,250173521021
low,mid,other,250173515001,250173521021
low,high,other,250173515001,250173521021
low,high,other,250173515001,250173521021
low,high,other,250173515001,250173523001
low,high,other,250173515001,250173523001
mid,high,other,250173515001,250173523002
mid,high,other,250173515001,250173523002
low,high,other,250173515001,250173523002
mid,high,other,250173515001,250173523002
mid,high,other,250173515001,250173523002
mid,high,other,250173515001,250173523002
high,low,other,250173515001,250173524001
mid,low,other,250173515001,250173524001
mid,high,other,250173515001,250173524002
mid,high,other,250173515001,250173524002
low,high,other,250173515001,250173524002
mid,high,other,250173515001,250173524002
mid,high,other,250173515001,250173524002
low,high,other,250173515001,250173524002
mid,high,other,250173515001,250173524002
mid,high,other,250173515001,250173524002
high,high,other,250173515001,250173531022
mid,high,other,250173515001,250173531022
mid,high,other,250173515001,250173531022
mid,high,other,250173515001,250173531022
mid,high,other,250173515001,250173531022
high,high,other,250173515001,250173531022
low,high,other,250173515001,250173531022
mid,high,other,250173515001,250173531022
mid,high,other,250173515001,250173531022
mid,high,other,250173515002,250173521021
low,high,trade_trans_util,250173515002,250173521021
mid,high,other,250173515002,250173521021
mid,high,other,250173515002,250173521021
low,mid,other,250173515002,250173521021
low,low,other,250173515002,250173521021
low,high,other,250173515002,250173521021
mid,high,other,250173515002,250173521021
low,high,other,250173515002,250173521021
low,mid,other,250173515002,250173521021
mid,mid,other,250173515002,250173521021
mid,high,other,250173515002,250173521021
low,mid,other,250173515002,250173521021
low,high,other,250173515002,250173521021
low,mid,other,250173515002,250173521021
low,high,other,250173515002,250173521021
low,high,other,250173515002,250173521021
mid,mid,other,250173515002,250173521021
mid,high,other,250173515002,250173521021
low,high,other,250173515002,250173521021
mid,mid,other,250173515002,250173521021
low,high,other,250173515002,250173523001
low,mid,other,250173515002,250173523002
low,high,other,250173515002,250173523002
low,high,other,250173515002,250173523002
mid,high,other,250173515002,250173523002
mid,high,other,250173515002,250173523002
low,high,other,250173515002,250173523002
low,high,other,250173515002,250173523002
mid,high,other,250173515002,250173523002
low,high,other,250173515002,250173523002
mid,high,other,250173515002,250173523002
low,high,other,250173515002,250173523002
low,high,other,250173515002,250173523002
high,low,other,250173515002,250173524001
mid,high,other,250173515002,250173524002
mid,high,other,250173515002,250173524002
low,high,other,250173515002,250173524002
mid,high,other,250173515002,250173524002
mid,high,other,250173515002,250173524002
low,high,other,250173515002,250173524002
low,high,other,250173515002,250173524002
mid,high,other,250173515002,250173524002
low,high,other,250173515002,250173524002
low,high,other,250173515002,250173524002
low,high,other,250173515002,250173524002
low,high,other,250173515002,250173524002
low,high,other,250173515002,250173524002
mid,high,other,250173515002,250173524002
mid,high,other,250173515002,250173524002
low,high,other,250173515002,250173524002
mid,high,other,250173515002,250173524002
mid,high,other,250173515002,250173524002
low,high,other,250173515002,250173524002
mid,high,other,250173515002,250173524002
low,high,other,250173515002,250173524002
low,high,other,250173515002,250173524002
mid,high,other,250173515002,250173524002
high,high,other,250173515002,250173524002
low,high,other,250173515002,250173524002
mid,high,goods_prod,250173515002,250173524002
low,high,other,250173515002,250173531022
low,high,other,250173515002,250173531022
low,high,other,250173515002,250173531022
high,high,other,250173515002,250173531022
mid,low,other,250173515002,250173531022
high,high,other,250173515002,250173531022
mid,high,other,250173515002,250173531022
